storm_id,storm_name,num_of_obs,date,time,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL041901,UNNAMED,71,19010811,1200,,TS,26.9,-82.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010811,1800,,TS,27.0,-82.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010812,0000,,TS,27.2,-83.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010812,0600,,TS,27.3,-83.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010812,1200,,HU,27.4,-84.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010812,1800,,HU,27.4,-84.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010813,0000,,HU,27.5,-85.4,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010813,0600,,HU,27.5,-86.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010813,1200,,HU,27.5,-86.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,19010813,1800,,HU,27.6,-87.6,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,19010917,1200,,TS,29.0,-87.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,19010917,1800,,TS,30.3,-86.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,19010917,2000,L,TS,30.4,-86.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,19010927,1800,,TS,27.0,-84.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,19010928,0000,,TS,28.8,-84.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,19010928,0300,L,TS,29.9,-84.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,19010928,0600,,TS,30.6,-84.5,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,19020614,1200,,TS,28.0,-84.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,19020614,1800,,TS,29.0,-83.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,19020614,2300,L,TS,29.8,-83.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,19020615,0000,,TS,30.0,-83.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,19020615,0600,,TS,31.0,-83.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,19021010,1800,,TS,29.4,-87.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,19021010,2100,L,TS,30.3,-87.3,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,19021011,0000,,TS,31.0,-86.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030911,1800,,HU,25.9,-79.6,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030911,2300,L,HU,26.1,-80.1,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030912,0000,,HU,26.2,-80.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030912,0600,,TS,26.7,-81.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030912,1200,,TS,27.3,-82.1,55,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030912,1800,,TS,27.7,-82.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,0000,,TS,28.1,-83.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,0600,,HU,28.5,-84.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,1200,,HU,28.9,-84.8,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,1800,,HU,29.5,-85.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,1200,,HU,28.9,-84.8,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,1800,,HU,29.5,-85.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030913,2300,L,HU,30.1,-85.6,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45
AL031903,UNNAMED,33,19030914,0000,,HU,30.3,-85.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,19030914,0600,,TS,31.0,-85.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041017,0600,,HU,25.1,-80.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041017,0800,L,HU,25.3,-80.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041017,1200,,TS,25.7,-80.7,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041017,1800,,TS,25.9,-80.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041018,0000,,TS,26.2,-81.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041018,0600,,TS,26.5,-81.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041018,1200,,TS,26.7,-81.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041018,1800,,TS,26.8,-82.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041019,0000,,TS,26.7,-82.5,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041019,0600,,TS,26.6,-82.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041019,1200,,TS,26.3,-82.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041019,1800,,TS,25.9,-82.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,0000,,TS,25.6,-82.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,0600,,TS,25.4,-81.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,0000,,TS,25.6,-82.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,0600,,TS,25.4,-81.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,1000,L,TS,25.5,-81.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,1200,,TS,25.5,-81.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041020,1800,,TD,25.8,-80.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,41,19041021,0000,,TD,26.1,-79.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061904,UNNAMED,26,19041103,0600,,TS,29.1,-88.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061904,UNNAMED,26,19041103,1200,L,TS,30.3,-86.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061904,UNNAMED,26,19041103,1800,,TD,31.3,-84.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,27,19060612,1200,,TS,28.7,-85.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,27,19060612,1800,,TS,29.6,-85.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,27,19060612,2000,L,TS,30.1,-85.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,27,19060613,0000,,TS,30.7,-85.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,0300,L,HU,24.7,-81.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,0600,,HU,25.0,-80.9,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,0300,L,HU,24.7,-81.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,0600,,HU,25.0,-80.9,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,0800,L,HU,25.2,-80.7,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL021906,UNNAMED,41,19060617,1200,,HU,25.7,-80.3,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,41,19060617,1800,,HU,26.7,-79.0,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061906,UNNAMED,45,19060927,0000,,HU,28.4,-87.9,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061018,1000,L,HU,24.7,-81.1,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081906,UNNAMED,65,19061018,1000,L,HU,24.7,-81.1,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081906,UNNAMED,65,19061018,1200,L,HU,25.3,-80.7,105,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081906,UNNAMED,65,19061018,1800,,HU,26.6,-79.5,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061021,0600,,TS,30.7,-81.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061021,0600,,TS,30.7,-81.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061021,0900,L,TS,30.0,-81.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061021,1200,,TS,29.5,-81.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061021,1800,,TS,29.0,-81.5,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061022,0000,,TD,28.3,-81.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061022,0600,,TD,27.3,-81.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061022,1200,,TD,26.0,-82.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081906,UNNAMED,65,19061022,1800,,TD,24.9,-82.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,27,19070628,1800,,TS,29.3,-87.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,27,19070628,2300,L,TS,30.3,-85.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,27,19070629,0000,,TS,30.3,-85.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,27,19070629,0600,,TS,30.8,-83.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031907,UNNAMED,13,19070928,1800,,TS,29.6,-86.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031907,UNNAMED,13,19070928,2000,L,TS,30.1,-85.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031907,UNNAMED,13,19070929,0000,,TS,30.9,-84.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090628,1200,,TS,25.0,-79.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090628,1800,,TS,25.8,-79.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090628,2000,L,TS,26.0,-80.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090629,0000,,TS,26.5,-80.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090629,0600,,TS,27.3,-81.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090629,1200,,TS,28.0,-81.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090629,1800,,TS,28.4,-82.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,0000,,TS,29.0,-82.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,0600,,TS,29.5,-83.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,1200,,TS,30.0,-84.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,0600,,TS,29.5,-83.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,1200,,TS,30.0,-84.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,1400,L,TS,30.1,-84.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090630,1800,,TD,30.2,-84.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090701,0000,,TD,30.4,-84.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090701,0600,,TD,30.6,-84.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090701,1200,,TD,31.0,-84.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,36,19090701,1800,,TD,31.3,-84.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090829,0600,,TS,26.4,-79.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090829,0900,L,TS,26.4,-80.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090829,1200,,TS,26.5,-80.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090829,1800,,TS,26.6,-80.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090830,0000,,TD,26.8,-81.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090830,0600,,TD,27.1,-81.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090830,1200,,TD,27.7,-81.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090830,1800,,TD,28.5,-81.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090831,0000,,TS,29.5,-80.5,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090831,0600,,TS,30.4,-79.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081909,UNNAMED,17,19090831,1200,,TS,31.0,-79.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111909,UNNAMED,30,19091011,1800,L,HU,24.7,-81.0,100,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051910,UNNAMED,59,19101018,0000,,HU,25.5,-82.2,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,59,19101018,0600,L,HU,26.5,-82.0,95,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL051910,UNNAMED,59,19101018,1200,,HU,27.5,-81.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,59,19101018,1800,,TS,28.3,-81.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,59,19101019,0000,,TS,29.2,-81.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,59,19101019,0600,,TS,30.1,-81.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,59,19101019,1200,,TS,31.0,-81.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021911,UNNAMED,26,19110811,1200,,HU,29.5,-86.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021911,UNNAMED,26,19110811,1800,,HU,30.0,-87.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021911,UNNAMED,26,19110811,2200,L,HU,30.3,-87.5,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021911,UNNAMED,26,19110812,0000,,HU,30.4,-87.7,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120715,0600,,TS,30.9,-79.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120715,1200,,TS,31.3,-80.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120715,1500,L,TS,31.3,-81.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120715,1800,,TS,31.3,-81.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120716,0000,,TS,31.3,-83.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120716,0600,,TS,31.3,-84.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,22,19120716,1200,,TD,31.3,-85.5,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041912,UNNAMED,21,19120914,0000,,HU,29.7,-88.1,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140917,0000,,TS,29.8,-80.1,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140917,0600,,TS,30.5,-81.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140917,0700,L,TS,30.6,-81.4,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140917,1200,,TS,31.0,-82.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140917,1800,,TS,31.2,-83.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140918,0000,,TS,31.1,-85.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19,19140918,0600,,TS,30.5,-87.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150801,0600,,TS,28.1,-79.8,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150801,1200,,HU,28.4,-80.3,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150801,1800,L,HU,28.7,-80.8,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL011915,UNNAMED,22,19150802,0000,,TS,29.1,-81.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150802,0600,,TS,29.6,-81.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150802,1200,,TS,30.2,-81.8,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,22,19150802,1800,,TS,30.9,-82.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041915,UNNAMED,27,19150904,0000,,HU,27.2,-84.8,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041915,UNNAMED,27,19150904,0600,,HU,28.7,-85.2,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041915,UNNAMED,27,19150904,1100,L,HU,30.0,-85.4,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL041915,UNNAMED,27,19150904,1200,,HU,30.2,-85.4,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160514,0600,L,TS,25.1,-81.0,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160514,1200,,TS,26.2,-81.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160514,1800,,TS,27.2,-81.6,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160515,0000,,TS,27.8,-81.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160515,0600,,TS,28.3,-82.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160515,1200,,TS,29.0,-82.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160515,1800,,TS,29.9,-81.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011916,UNNAMED,19,19160516,0000,,TS,31.0,-81.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021916,UNNAMED,51,19160705,1200,,HU,28.8,-87.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021916,UNNAMED,51,19160705,1800,,HU,29.9,-88.0,105,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071916,UNNAMED,22,19160825,0600,,TS,25.2,-80.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071916,UNNAMED,22,19160825,0800,L,TS,25.6,-80.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071916,UNNAMED,22,19160825,1200,,TS,26.0,-80.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071916,UNNAMED,22,19160825,1800,,TS,26.9,-80.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
