storm_id,storm_name,num_of_obs,datetime,category,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL011892,UNNAMED,33,1892-06-11 06:00:00,Tropical Storm,,TS,26.4,-79.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091892,UNNAMED,35,1892-10-24 12:00:00,Tropical Storm,,TS,27.3,-84.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091892,UNNAMED,35,1892-10-24 18:00:00,Tropical Storm,,TS,27.6,-82.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091892,UNNAMED,35,1892-10-24 19:00:00,Tropical Storm,L,TS,27.6,-82.8,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091892,UNNAMED,35,1892-10-25 00:00:00,Tropical Storm,,TS,28.0,-81.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091892,UNNAMED,35,1892-10-25 06:00:00,Tropical Storm,,TS,28.3,-79.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011893,UNNAMED,36,1893-06-15 12:00:00,Tropical Storm,,TS,27.7,-86.5,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011893,UNNAMED,36,1893-06-15 18:00:00,Tropical Storm,,TS,28.6,-85.3,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011893,UNNAMED,36,1893-06-15 23:00:00,Tropical Storm,L,TS,29.9,-83.7,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011893,UNNAMED,36,1893-06-16 00:00:00,Tropical Storm,,TS,30.1,-83.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061893,UNNAMED,75,1893-08-27 18:00:00,3,,HU,29.7,-80.6,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061893,UNNAMED,75,1893-08-28 00:00:00,3,,HU,30.6,-80.7,100,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091893,UNNAMED,84,1893-10-13 06:00:00,3,,HU,30.8,-80.8,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101893,UNNAMED,35,1893-10-03 00:00:00,1,,HU,31.3,-87.8,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021894,UNNAMED,19,1894-08-07 06:00:00,Tropical Storm,,TS,29.7,-87.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021894,UNNAMED,19,1894-08-07 12:00:00,Tropical Storm,,TS,30.0,-87.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021894,UNNAMED,19,1894-08-07 18:00:00,Tropical Storm,L,TS,30.3,-87.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021894,UNNAMED,19,1894-08-08 00:00:00,Tropical Storm,,TS,30.6,-87.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021894,UNNAMED,19,1894-08-08 06:00:00,Tropical Storm,,TS,30.9,-88.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 11:00:00,1,L,HU,24.7,-82.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 12:00:00,1,,HU,25.0,-82.0,80,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 18:00:00,2,,HU,26.3,-82.0,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 12:00:00,1,,HU,25.0,-82.0,80,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 18:00:00,2,,HU,26.3,-82.0,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-25 19:00:00,2,L,HU,26.5,-82.0,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-26 00:00:00,1,,HU,27.6,-81.7,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-26 06:00:00,Tropical Storm,,TS,28.6,-81.5,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-26 12:00:00,1,,HU,29.5,-81.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-26 18:00:00,1,,HU,30.4,-81.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-27 00:00:00,1,,HU,31.2,-80.9,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041894,UNNAMED,57,1894-09-27 00:00:00,1,,HU,31.2,-80.9,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051894,UNNAMED,49,1894-10-08 18:00:00,3,,HU,28.7,-87.7,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051894,UNNAMED,49,1894-10-09 00:00:00,3,,HU,29.7,-86.3,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051894,UNNAMED,49,1894-10-09 03:00:00,3,L,HU,30.2,-85.5,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051894,UNNAMED,49,1894-10-09 06:00:00,2,,HU,30.7,-84.7,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061895,UNNAMED,17,1895-10-16 06:00:00,Tropical Storm,,TS,25.2,-83.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061895,UNNAMED,17,1895-10-16 12:00:00,Tropical Storm,,TS,25.6,-81.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061895,UNNAMED,17,1895-10-16 13:00:00,Tropical Storm,L,TS,25.7,-81.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061895,UNNAMED,17,1895-10-16 18:00:00,Tropical Depression,,TD,26.4,-80.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011896,UNNAMED,34,1896-07-07 06:00:00,2,,HU,29.0,-86.6,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011896,UNNAMED,34,1896-07-07 12:00:00,2,,HU,29.7,-86.7,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011896,UNNAMED,34,1896-07-07 17:00:00,2,L,HU,30.4,-86.5,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011896,UNNAMED,34,1896-07-07 18:00:00,2,,HU,30.5,-86.4,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041896,UNNAMED,35,1896-09-29 00:00:00,3,,HU,25.3,-85.1,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041896,UNNAMED,35,1896-09-29 06:00:00,3,,HU,27.0,-84.2,110,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041896,UNNAMED,35,1896-09-29 11:00:00,3,L,HU,29.2,-83.1,110,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL041896,UNNAMED,35,1896-09-29 12:00:00,3,,HU,29.6,-82.9,100,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-08 18:00:00,Tropical Storm,,TS,25.5,-83.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-09 00:00:00,Tropical Storm,,TS,26.2,-82.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-09 02:00:00,Tropical Storm,L,TS,26.4,-82.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-09 06:00:00,Tropical Storm,,TS,27.0,-81.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-09 12:00:00,Tropical Storm,,TS,27.8,-80.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051896,UNNAMED,40,1896-10-09 18:00:00,Tropical Storm,,TS,28.6,-79.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-11 00:00:00,1,,HU,24.8,-82.9,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-11 06:00:00,1,,HU,25.4,-83.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-11 12:00:00,1,,HU,26.0,-84.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-11 18:00:00,1,,HU,26.6,-85.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-12 00:00:00,1,,HU,27.2,-86.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021897,UNNAMED,16,1897-09-12 06:00:00,1,,HU,27.8,-87.9,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-20 18:00:00,Tropical Storm,,TS,25.3,-83.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-21 00:00:00,Tropical Storm,,TS,26.3,-82.5,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-21 02:00:00,Tropical Storm,L,TS,26.7,-82.3,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-21 06:00:00,Tropical Storm,,TS,27.3,-81.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-21 12:00:00,Tropical Storm,,TS,28.3,-81.4,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-21 18:00:00,Tropical Storm,,TS,29.3,-80.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,25,1897-09-22 00:00:00,Tropical Storm,,TS,30.3,-79.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 00:00:00,Tropical Storm,,TS,26.8,-79.2,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 03:00:00,Tropical Storm,L,TS,27.1,-80.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 06:00:00,Tropical Depression,,TD,27.4,-81.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 12:00:00,Tropical Storm,,TS,28.0,-82.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 18:00:00,Tropical Storm,,TS,28.9,-83.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 12:00:00,Tropical Storm,,TS,28.0,-82.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 18:00:00,Tropical Storm,,TS,28.9,-83.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-02 23:00:00,1,L,HU,29.7,-84.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-03 00:00:00,1,,HU,29.8,-84.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,10,1898-08-03 06:00:00,Tropical Storm,,TS,30.6,-86.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071898,UNNAMED,49,1898-10-02 06:00:00,4,,HU,29.9,-79.6,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071898,UNNAMED,49,1898-10-02 12:00:00,4,,HU,30.4,-80.6,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071898,UNNAMED,49,1898-10-02 16:00:00,4,L,HU,30.9,-81.4,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071898,UNNAMED,49,1898-10-02 18:00:00,2,,HU,31.1,-81.8,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-30 10:00:00,Tropical Storm,L,TS,24.9,-80.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-30 12:00:00,Tropical Storm,,TS,25.1,-80.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-30 18:00:00,Tropical Storm,,TS,25.8,-81.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-31 00:00:00,Tropical Storm,,TS,26.3,-82.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-31 06:00:00,Tropical Storm,,TS,26.9,-83.0,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-31 12:00:00,1,,HU,27.5,-83.5,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-07-31 18:00:00,1,,HU,27.9,-83.8,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 00:00:00,2,,HU,28.3,-84.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 06:00:00,2,,HU,28.8,-84.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 12:00:00,2,,HU,29.3,-84.5,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 06:00:00,2,,HU,28.8,-84.3,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 12:00:00,2,,HU,29.3,-84.5,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-01 17:00:00,2,L,HU,29.7,-84.7,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL021899,UNNAMED,24,1899-08-01 18:00:00,2,,HU,29.8,-84.8,85,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-02 00:00:00,Tropical Storm,,TS,30.4,-85.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,24,1899-08-02 06:00:00,Tropical Storm,,TS,31.0,-85.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-05 00:00:00,Tropical Storm,,TS,27.8,-84.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-05 06:00:00,Tropical Storm,,TS,27.8,-83.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-05 10:00:00,Tropical Storm,L,TS,27.9,-82.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-05 12:00:00,Tropical Storm,,TS,28.0,-82.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-05 18:00:00,Tropical Storm,,TS,29.3,-81.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,26,1899-10-06 00:00:00,Tropical Storm,,TS,30.9,-79.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,24,1900-10-11 18:00:00,Tropical Storm,,TS,28.5,-86.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,24,1900-10-12 00:00:00,Tropical Storm,,TS,29.2,-84.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,24,1900-10-12 03:00:00,Tropical Storm,L,TS,29.5,-83.3,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,24,1900-10-12 06:00:00,Tropical Storm,,TS,30.0,-82.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,24,1900-10-12 12:00:00,Tropical Storm,,EX,31.1,-80.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011901,UNNAMED,21,1901-06-13 12:00:00,Tropical Storm,,TS,28.5,-84.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011901,UNNAMED,21,1901-06-13 18:00:00,Tropical Storm,,TS,29.5,-84.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011901,UNNAMED,21,1901-06-13 21:00:00,Tropical Storm,L,TS,29.9,-84.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011901,UNNAMED,21,1901-06-14 00:00:00,Tropical Depression,,TD,30.5,-84.7,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-10 12:00:00,Tropical Storm,,TS,25.8,-79.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-10 18:00:00,Tropical Storm,,TS,26.1,-79.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-10 22:00:00,Tropical Storm,L,TS,26.3,-80.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-11 00:00:00,Tropical Storm,,TS,26.4,-80.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-11 06:00:00,Tropical Storm,,TS,26.7,-81.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-11 12:00:00,Tropical Storm,,TS,26.9,-82.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-11 18:00:00,Tropical Storm,,TS,27.0,-82.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-12 00:00:00,Tropical Storm,,TS,27.2,-83.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-12 06:00:00,Tropical Storm,,TS,27.3,-83.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-12 12:00:00,1,,HU,27.4,-84.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-12 18:00:00,1,,HU,27.4,-84.8,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-13 00:00:00,1,,HU,27.5,-85.4,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-13 06:00:00,1,,HU,27.5,-86.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-13 12:00:00,1,,HU,27.5,-86.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,71,1901-08-13 18:00:00,1,,HU,27.6,-87.6,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,1901-09-17 12:00:00,Tropical Storm,,TS,29.0,-87.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,1901-09-17 18:00:00,Tropical Storm,,TS,30.3,-86.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081901,UNNAMED,44,1901-09-17 20:00:00,Tropical Storm,L,TS,30.4,-86.6,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,1901-09-27 18:00:00,Tropical Storm,,TS,27.0,-84.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,1901-09-28 00:00:00,Tropical Storm,,TS,28.8,-84.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,1901-09-28 03:00:00,Tropical Storm,L,TS,29.9,-84.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,48,1901-09-28 06:00:00,Tropical Storm,,TS,30.6,-84.5,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,1902-06-14 12:00:00,Tropical Storm,,TS,28.0,-84.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,1902-06-14 18:00:00,Tropical Storm,,TS,29.0,-83.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,1902-06-14 23:00:00,Tropical Storm,L,TS,29.8,-83.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,1902-06-15 00:00:00,Tropical Storm,,TS,30.0,-83.6,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,23,1902-06-15 06:00:00,Tropical Storm,,TS,31.0,-83.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,1902-10-10 18:00:00,Tropical Storm,,TS,29.4,-87.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,1902-10-10 21:00:00,Tropical Storm,L,TS,30.3,-87.3,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,44,1902-10-11 00:00:00,Tropical Storm,,TS,31.0,-86.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-11 18:00:00,1,,HU,25.9,-79.6,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-11 23:00:00,1,L,HU,26.1,-80.1,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-12 00:00:00,1,,HU,26.2,-80.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-12 06:00:00,Tropical Storm,,TS,26.7,-81.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-12 12:00:00,Tropical Storm,,TS,27.3,-82.1,55,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-12 18:00:00,Tropical Storm,,TS,27.7,-82.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 00:00:00,Tropical Storm,,TS,28.1,-83.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 06:00:00,1,,HU,28.5,-84.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 12:00:00,1,,HU,28.9,-84.8,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 18:00:00,1,,HU,29.5,-85.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 12:00:00,1,,HU,28.9,-84.8,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,33,1903-09-13 18:00:00,1,,HU,29.5,-85.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
