storm_id,storm_name,num_of_obs,datetime,category,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,central_pressure_mb,34_kt_ne_nm,34_kt_se_nm,34_kt_sw_nm,34_kt_nw_nm,50_kt_ne_nm,50_kt_se_nm,50_kt_sw_nm,50_kt_nw_nm,64_kt_ne_nm,64_kt_se_nm,64_kt_sw_nm,64_kt_nw_nm,radius_of_max_wind_nm
AL121994,GORDON,59,1994-11-21 00:00:00,Tropical Depression,,TD,28.2,-79.8,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,59,1994-11-21 00:00:00,Tropical Depression,,TD,28.2,-79.8,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,59,1994-11-21 03:00:00,Tropical Depression,L,TD,28.5,-80.6,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,59,1994-11-21 06:00:00,Tropical Depression,,TD,29.2,-81.5,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994,GORDON,59,1994-11-21 12:00:00,Tropical Depression,,TD,31.3,-81.8,20,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 06:00:00,Tropical Storm,,TS,28.5,-85.6,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 12:00:00,Tropical Storm,,TS,29.6,-84.7,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 14:00:00,Tropical Storm,L,TS,29.9,-84.4,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 12:00:00,Tropical Storm,,TS,29.6,-84.7,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 14:00:00,Tropical Storm,L,TS,29.9,-84.4,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 15:00:00,Tropical Storm,L,TS,30.1,-84.2,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,35,1995-06-05 18:00:00,Tropical Storm,,TS,30.7,-83.8,45,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-02 00:00:00,1,,HU,26.9,-79.0,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-02 06:00:00,1,,HU,27.7,-80.4,75,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-02 06:15:00,1,L,HU,27.7,-80.3,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL051995,ERIN,30,1995-08-02 12:00:00,Tropical Storm,,TS,28.2,-81.9,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-02 18:00:00,Tropical Storm,,TS,28.6,-83.4,60,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-03 00:00:00,1,,HU,28.8,-84.7,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-03 06:00:00,1,,HU,29.3,-85.7,70,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-03 12:00:00,1,,HU,29.8,-86.6,80,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-03 13:30:00,2,I,HU,30.0,-86.8,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051995,ERIN,30,1995-08-03 12:00:00,1,,HU,29.8,-86.6,80,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,30,1995-08-03 13:30:00,2,I,HU,30.0,-86.8,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051995,ERIN,30,1995-08-03 16:00:00,1,L,HU,30.3,-87.2,75,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051995,ERIN,30,1995-08-03 18:00:00,1,,HU,30.6,-87.5,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-23 06:00:00,Tropical Depression,,TD,25.2,-79.2,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-23 12:00:00,Tropical Storm,,TS,26.4,-79.7,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-23 18:00:00,Tropical Storm,L,TS,27.0,-80.2,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-24 00:00:00,Tropical Storm,,TS,27.3,-80.5,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-24 06:00:00,Tropical Storm,,TS,27.7,-81.1,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-24 12:00:00,Tropical Storm,,TS,28.4,-81.8,35,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-24 18:00:00,Tropical Depression,,TD,28.8,-82.6,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-25 00:00:00,Tropical Depression,,TD,29.0,-82.9,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-25 06:00:00,Tropical Depression,,TD,29.2,-83.3,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-25 12:00:00,Tropical Depression,,TD,29.8,-83.3,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-25 18:00:00,Tropical Depression,,TD,30.4,-83.2,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-26 00:00:00,Tropical Depression,,TD,30.7,-83.4,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,JERRY,22,1995-08-26 06:00:00,Tropical Depression,,TD,31.3,-83.7,20,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-04 18:00:00,3,,HU,29.0,-87.7,110,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-04 22:00:00,3,L,HU,30.3,-87.1,100,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
AL171995,OPAL,39,1995-10-05 00:00:00,1,,HU,31.0,-86.8,80,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-07 18:00:00,Tropical Storm,,TS,28.2,-86.0,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-08 00:00:00,Tropical Storm,,TS,29.3,-84.5,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-08 03:30:00,Tropical Storm,L,TS,30.0,-83.9,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-08 06:00:00,Tropical Storm,,EX,30.9,-82.3,45,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-19 06:00:00,1,,HU,30.1,-88.1,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-19 06:00:00,1,,HU,30.1,-88.1,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-19 10:00:00,1,L,HU,30.2,-88.1,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051997,DANNY,47,1997-07-19 12:00:00,1,,HU,30.3,-88.0,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-19 10:00:00,1,L,HU,30.2,-88.1,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051997,DANNY,47,1997-07-19 12:00:00,1,,HU,30.3,-88.0,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-19 18:00:00,1,L,HU,30.4,-87.9,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051997,DANNY,47,1997-07-20 00:00:00,Tropical Storm,,TS,30.3,-87.6,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-20 06:00:00,Tropical Storm,,TS,30.4,-87.5,45,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-20 12:00:00,Tropical Storm,,TS,30.6,-87.4,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-20 18:00:00,Tropical Depression,,TD,30.8,-87.4,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-21 00:00:00,Tropical Depression,,TD,31.0,-87.5,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,DANNY,47,1997-07-21 06:00:00,Tropical Depression,,TD,31.3,-87.6,20,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051998,EARL,33,1998-09-02 18:00:00,2,,HU,28.7,-87.9,85,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051998,EARL,33,1998-09-03 00:00:00,1,,HU,29.4,-86.8,80,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051998,EARL,33,1998-09-03 06:00:00,1,L,HU,30.1,-85.7,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,70
AL051998,EARL,33,1998-09-03 12:00:00,Tropical Storm,,TS,31.3,-84.0,45,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-26 00:00:00,2,,HU,24.8,-83.3,90,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-26 06:00:00,2,,HU,25.2,-84.2,90,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-26 12:00:00,2,,HU,25.7,-85.1,90,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-26 18:00:00,2,,HU,26.2,-85.9,90,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-27 00:00:00,2,,HU,27.0,-86.5,95,969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-27 06:00:00,2,,HU,27.6,-87.2,95,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-27 12:00:00,2,,HU,28.2,-87.8,95,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-29 12:00:00,Tropical Depression,,TD,31.0,-88.1,30,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-29 18:00:00,Tropical Depression,,TD,30.9,-87.5,30,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-30 00:00:00,Tropical Depression,,TD,30.8,-86.9,30,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-30 06:00:00,Tropical Depression,,TD,30.7,-86.3,30,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-30 12:00:00,Tropical Depression,,TD,30.7,-85.4,25,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-09-30 18:00:00,Tropical Depression,,TD,30.6,-84.2,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-10-01 00:00:00,Tropical Depression,,TD,30.5,-83.0,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071998,GEORGES,71,1998-10-01 06:00:00,Tropical Depression,,TD,30.5,-81.8,20,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 00:00:00,Tropical Storm,,TS,24.8,-84.8,45,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 06:00:00,Tropical Storm,,TS,25.6,-83.1,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 00:00:00,Tropical Storm,,TS,24.8,-84.8,45,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 06:00:00,Tropical Storm,,TS,25.6,-83.1,50,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 11:00:00,Tropical Storm,L,TS,26.2,-81.9,55,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131998,MITCH,78,1998-11-05 12:00:00,Tropical Storm,,TS,26.6,-81.3,55,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081999,FLOYD,50,1999-09-15 18:00:00,2,,HU,30.6,-79.1,95,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101999,HARVEY,14,1999-09-21 08:00:00,Tropical Storm,I,TS,26.3,-83.7,50,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101999,HARVEY,14,1999-09-21 12:00:00,Tropical Storm,,TS,26.0,-82.8,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101999,HARVEY,14,1999-09-21 17:00:00,Tropical Storm,L,TS,25.9,-81.7,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101999,HARVEY,14,1999-09-21 18:00:00,Tropical Storm,,TS,25.9,-81.5,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-15 18:00:00,1,,HU,25.1,-81.3,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-15 18:00:00,1,,HU,25.1,-81.3,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-15 20:00:00,1,L,HU,25.3,-81.1,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL131999,IRENE,34,1999-10-16 00:00:00,1,,HU,26.1,-80.6,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-16 06:00:00,1,,HU,27.0,-80.2,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-16 12:00:00,1,,HU,27.8,-80.1,65,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-16 18:00:00,1,,HU,28.6,-79.9,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-17 00:00:00,1,,HU,29.4,-79.8,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-17 06:00:00,1,,HU,30.2,-79.8,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131999,IRENE,34,1999-10-17 12:00:00,1,,HU,31.2,-79.7,65,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112000,GORDON,29,2000-09-17 18:00:00,1,,HU,28.0,-83.8,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112000,GORDON,29,2000-09-18 00:00:00,Tropical Storm,,TS,28.9,-83.4,60,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112000,GORDON,29,2000-09-18 03:00:00,Tropical Storm,L,TS,29.3,-83.2,55,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112000,GORDON,29,2000-09-18 06:00:00,Tropical Storm,,TS,29.8,-83.0,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112000,GORDON,29,2000-09-18 12:00:00,Tropical Depression,,TD,31.0,-82.3,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122000,HELENE,42,2000-09-22 00:00:00,Tropical Storm,,TS,28.4,-87.2,60,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122000,HELENE,42,2000-09-22 06:00:00,Tropical Storm,,TS,29.5,-87.2,50,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122000,HELENE,42,2000-09-22 12:00:00,Tropical Storm,L,TS,30.5,-86.6,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL012001,ALLISON,57,2001-06-12 00:00:00,Tropical Depression,,SD,31.3,-87.4,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL032001,BARRY,25,2001-08-05 18:00:00,Tropical Storm,,TS,28.6,-86.4,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL032001,BARRY,25,2001-08-06 00:00:00,Tropical Storm,,TS,29.5,-86.3,60,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL032001,BARRY,25,2001-08-06 05:00:00,Tropical Storm,L,TS,30.4,-86.3,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL032001,BARRY,25,2001-08-06 06:00:00,Tropical Storm,,TS,30.6,-86.4,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-14 00:00:00,Tropical Storm,,TS,25.4,-84.1,45,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-14 06:00:00,Tropical Storm,,TS,25.8,-83.6,50,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-14 12:00:00,Tropical Storm,L,TS,27.1,-82.6,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-14 18:00:00,Tropical Storm,,TS,28.0,-81.8,45,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-15 00:00:00,Tropical Storm,,TS,28.6,-81.4,40,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-15 06:00:00,Tropical Storm,,TS,28.6,-80.9,40,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-15 12:00:00,Tropical Storm,,TS,28.9,-80.1,40,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082001,GABRIELLE,41,2001-09-15 18:00:00,Tropical Storm,,TS,29.8,-79.0,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-04 18:00:00,Tropical Storm,,TS,29.7,-80.5,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-05 00:00:00,Tropical Storm,,TS,29.4,-81.0,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-05 00:45:00,Tropical Storm,L,TS,29.4,-81.1,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-05 06:00:00,Tropical Depression,,TD,29.2,-81.6,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-05 12:00:00,Tropical Depression,,TD,28.9,-82.4,20,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-05 18:00:00,Tropical Depression,,TD,28.6,-83.4,20,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-06 00:00:00,Tropical Depression,,TD,28.4,-83.9,20,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-06 06:00:00,Tropical Depression,,TD,28.3,-84.7,20,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL052002,EDOUARD,21,2002-09-06 12:00:00,Tropical Depression,,TD,28.5,-86.0,20,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL092002,HANNA,17,2002-09-14 18:00:00,Tropical Depression,,TD,30.8,-88.0,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122002,KYLE,90,2002-10-11 06:00:00,Tropical Storm,,TS,30.7,-80.8,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072003,UNNAMED,7,2003-07-25 18:00:00,Tropical Depression,,TD,30.1,-80.5,25,1017,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072003,UNNAMED,7,2003-07-26 00:00:00,Tropical Depression,,TD,30.7,-80.8,30,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-06 00:00:00,Tropical Depression,,TD,27.9,-83.9,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-06 06:00:00,Tropical Depression,,TD,27.7,-83.5,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-06 09:00:00,Tropical Depression,L,TD,27.9,-82.8,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-06 12:00:00,Tropical Depression,,TD,28.4,-81.8,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-06 18:00:00,Tropical Depression,,TD,29.2,-80.4,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-07 00:00:00,Tropical Depression,,TD,30.0,-79.5,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL122003,HENRI,22,2003-09-07 06:00:00,Tropical Depression,,TD,30.5,-79.2,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL022004,BONNIE,44,2004-08-12 06:00:00,Tropical Storm,,TS,27.7,-88.1,45,1008,45,60,25,25,0,0,0,0,0,0,0,0,-999
AL022004,BONNIE,44,2004-08-12 12:00:00,Tropical Storm,,TS,29.0,-86.1,45,1002,45,60,25,25,0,0,0,0,0,0,0,0,-999
AL022004,BONNIE,44,2004-08-12 14:00:00,Tropical Storm,L,TS,29.6,-85.1,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL022004,BONNIE,44,2004-08-12 18:00:00,Tropical Depression,,TD,30.2,-84.0,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,-999
AL032004,CHARLEY,30,2004-08-13 18:00:00,4,,HU,26.1,-82.4,125,947,40,75,75,50,30,40,40,25,20,20,10,10,-999
AL032004,CHARLEY,30,2004-08-13 18:00:00,4,,HU,26.1,-82.4,125,947,40,75,75,50,30,40,40,25,20,20,10,10,-999
AL032004,CHARLEY,30,2004-08-13 19:45:00,4,L,HU,26.6,-82.2,130,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL032004,CHARLEY,30,2004-08-13 18:00:00,4,,HU,26.1,-82.4,125,947,40,75,75,50,30,40,40,25,20,20,10,10,-999
AL032004,CHARLEY,30,2004-08-13 19:45:00,4,L,HU,26.6,-82.2,130,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL032004,CHARLEY,30,2004-08-13 20:45:00,4,L,HU,26.9,-82.1,125,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL032004,CHARLEY,30,2004-08-14 00:00:00,1,,HU,28.1,-81.6,75,970,40,75,40,40,30,40,30,25,20,20,20,10,-999
AL032004,CHARLEY,30,2004-08-14 06:00:00,1,,HU,30.1,-80.8,75,993,75,100,40,40,50,75,30,25,25,50,20,10,-999
AL032004,CHARLEY,30,2004-08-14 06:00:00,1,,HU,30.1,-80.8,75,993,75,100,40,40,50,75,30,25,25,50,20,10,-999
AL062004,FRANCES,75,2004-09-04 18:00:00,2,,HU,26.8,-79.1,90,962,175,160,125,160,125,100,90,120,75,60,50,75,-999
AL062004,FRANCES,75,2004-09-05 00:00:00,2,,HU,27.0,-79.4,95,958,175,160,125,160,125,100,90,120,75,60,50,75,-999
AL062004,FRANCES,75,2004-09-04 18:00:00,2,,HU,26.8,-79.1,90,962,175,160,125,160,125,100,90,120,75,60,50,75,-999
AL062004,FRANCES,75,2004-09-05 00:00:00,2,,HU,27.0,-79.4,95,958,175,160,125,160,125,100,90,120,75,60,50,75,-999
AL062004,FRANCES,75,2004-09-05 04:30:00,2,L,HU,27.2,-80.2,90,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL062004,FRANCES,75,2004-09-05 06:00:00,2,,HU,27.2,-80.2,90,960,175,160,125,160,125,100,75,120,75,60,40,60,-999
